state,year,total_budget_crore,health_allocation_crore,health_allocation_pct,education_allocation_crore,education_allocation_pct,agriculture_allocation_crore,agriculture_allocation_pct,infrastructure_allocation_crore,infrastructure_allocation_pct,rural_dev_allocation_crore,rural_dev_allocation_pct,defence_allocation_crore,defence_allocation_pct,social_welfare_allocation_crore,social_welfare_allocation_pct,water_allocation_crore,water_allocation_pct,energy_allocation_crore,energy_allocation_pct,urban_allocation_crore,urban_allocation_pct,admin_allocation_crore,admin_allocation_pct
Rajasthan,2017,266173,16662.43,6.26,37849.8,14.22,28533.75,10.72,48203.93,18.11,32286.78,12.13,6388.15,2.4,19031.37,7.15,13175.56,4.95,23449.84,8.81,16582.58,6.23,23982.19,9.01
Rajasthan,2018,264920,23418.93,8.84,50758.67,19.16,26995.35,10.19,30068.42,11.35,31869.88,12.03,11524.02,4.35,21352.55,8.06,11073.66,4.18,21034.65,7.94,11762.45,4.44,25087.92,9.47
Rajasthan,2019,322639,31779.94,9.85,58333.13,18.08,26133.76,8.1,58075.02,18.0,20487.58,6.35,14551.02,4.51,27456.58,8.51,12518.39,3.88,26682.25,8.27,18164.58,5.63,28456.76,8.82
Rajasthan,2020,322152,38883.75,12.07,53283.94,16.54,41332.1,12.83,37047.48,11.5,33149.44,10.29,13111.59,4.07,28703.74,8.91,8279.31,2.57,28542.67,8.86,14239.12,4.42,25611.08,7.95
Rajasthan,2021,347924,37749.75,10.85,61199.83,17.59,40393.98,11.61,58833.95,16.91,28564.56,8.21,7410.78,2.13,27277.24,7.84,18335.59,5.27,25955.13,7.46,16839.52,4.84,25328.87,7.28
Rajasthan,2022,368090,38759.88,10.53,56685.86,15.4,48256.6,13.11,48955.97,13.3,24809.27,6.74,14318.7,3.89,30293.81,8.23,19398.34,5.27,32502.35,8.83,25655.87,6.97,28453.36,7.73
Rajasthan,2023,385114,30038.89,7.8,83723.78,21.74,34737.28,9.02,45173.87,11.73,30038.89,7.8,16020.74,4.16,37895.22,9.84,10012.96,2.6,34044.08,8.84,26149.24,6.79,37240.52,9.67
Rajasthan,2024,491952,34289.05,6.97,105523.7,21.45,44275.68,9.0,81614.84,16.59,53327.6,10.84,7133.3,1.45,49146.0,9.99,14069.83,2.86,23318.52,4.74,38323.06,7.79,40881.21,8.31
Sikkim,1995,1836,201.78,10.99,342.6,18.66,178.64,9.73,188.56,10.27,141.37,7.7,56.37,3.07,169.65,9.24,110.89,6.04,150.74,8.21,102.63,5.59,192.96,10.51
Sikkim,1996,2061,182.19,8.84,403.96,19.6,274.32,13.31,327.7,15.9,158.49,7.69,73.58,3.57,145.09,7.04,58.53,2.84,107.58,5.22,123.25,5.98,206.31,10.01
Sikkim,1997,2100,114.03,5.43,396.9,18.9,243.6,11.6,275.52,13.12,236.04,11.24,91.35,4.35,132.72,6.32,93.24,4.44,177.87,8.47,127.89,6.09,210.84,10.04
Sikkim,1998,2086,113.48,5.44,442.44,21.21,268.47,12.87,240.72,11.54,230.09,11.03,26.91,1.29,172.09,8.25,91.58,4.39,184.19,8.83,125.79,6.03,190.45,9.13
Sikkim,1999,2498,227.82,9.12,484.36,19.39,172.11,6.89,410.92,16.45,288.02,11.53,108.16,4.33,143.63,5.75,111.41,4.46,138.39,5.54,153.13,6.13,260.29,10.42
Sikkim,2000,2433,156.93,6.45,381.98,15.7,196.83,8.09,401.2,16.49,297.07,12.21,35.52,1.46,285.63,11.74,112.89,4.64,174.93,7.19,166.17,6.83,223.59,9.19
Sikkim,2001,3113,158.76,5.1,469.44,15.08,429.28,13.79,449.21,14.43,329.36,10.58,110.2,3.54,229.74,7.38,137.91,4.43,250.6,8.05,188.03,6.04,360.17,11.57
Sikkim,2002,2992,276.46,9.24,472.44,15.79,223.5,7.47,571.77,19.11,243.25,8.13,61.34,2.05,216.02,7.22,176.83,5.91,307.58,10.28,212.43,7.1,230.68,7.71
Sikkim,2003,3232,223.65,6.92,682.92,21.13,244.99,7.58,445.69,13.79,306.72,9.49,164.83,5.1,266.32,8.24,99.87,3.09,223.01,6.9,208.79,6.46,365.22,11.3
Sikkim,2004,3634,210.05,5.78,713.35,19.63,523.66,14.41,593.43,16.33,260.56,7.17,92.67,2.55,318.7,8.77,195.15,5.37,280.91,7.73,204.59,5.63,240.57,6.62
Sikkim,2005,4275,416.38,9.74,668.61,15.64,575.84,13.47,537.79,12.58,350.55,8.2,82.94,1.94,420.66,9.84,137.23,3.21,409.55,9.58,277.88,6.5,397.57,9.3
Sikkim,2006,3987,469.67,11.78,653.07,16.38,267.93,6.72,582.5,14.61,519.9,13.04,113.23,2.84,239.22,6.0,252.78,6.34,248.39,6.23,312.18,7.83,327.73,8.22
Sikkim,2007,4805,389.2,8.1,819.25,17.05,546.81,11.38,824.06,17.15,428.61,8.92,155.68,3.24,468.49,9.75,138.86,2.89,430.53,8.96,251.78,5.24,351.73,7.32
Sikkim,2008,5140,614.74,11.96,965.29,18.78,593.67,11.55,959.12,18.66,478.02,9.3,89.44,1.74,262.65,5.11,229.24,4.46,299.15,5.82,227.19,4.42,420.97,8.19
Sikkim,2009,5551,315.3,5.68,1049.14,18.9,751.61,13.54,868.18,15.64,397.45,7.16,179.85,3.24,478.5,8.62,162.09,2.92,504.59,9.09,393.57,7.09,450.74,8.12
Sikkim,2010,5482,436.92,7.97,1158.89,21.14,708.27,12.92,919.88,16.78,413.89,7.55,226.41,4.13,554.23,10.11,203.93,3.72,332.76,6.07,213.25,3.89,313.57,5.72
Sikkim,2011,6475,738.8,11.41,940.82,14.53,418.93,6.47,1083.27,16.73,603.47,9.32,192.31,2.97,650.09,10.04,379.44,5.86,442.24,6.83,390.44,6.03,634.55,9.8
Sikkim,2012,6660,522.81,7.85,1325.34,19.9,789.88,11.86,955.71,14.35,494.84,7.43,200.47,3.01,601.4,9.03,298.37,4.48,482.85,7.25,408.92,6.14,580.09,8.71
Sikkim,2013,6833,613.6,8.98,1322.87,19.36,768.71,11.25,1074.83,15.73,545.96,7.99,202.26,2.96,502.91,7.36,349.17,5.11,478.99,7.01,466.69,6.83,506.33,7.41
Sikkim,2014,7380,471.58,6.39,1562.35,21.17,760.14,10.3,1380.8,18.71,628.78,8.52,188.93,2.56,518.81,7.03,206.64,2.8,677.48,9.18,353.5,4.79,630.25,8.54
Sikkim,2015,8809,639.53,7.26,1532.77,17.4,806.9,9.16,1109.93,12.6,994.54,11.29,310.08,3.52,582.27,6.61,332.98,3.78,884.42,10.04,637.77,7.24,976.04,11.08
Sikkim,2016,8245,779.98,9.46,1691.87,20.52,890.46,10.8,1147.7,13.92,855.01,10.37,210.25,2.55,610.13,7.4,213.55,2.59,799.76,9.7,395.76,4.8,649.71,7.88
Sikkim,2017,9003,982.23,10.91,1529.61,16.99,1117.27,12.41,1199.2,13.32,730.14,8.11,319.61,3.55,621.21,6.9,515.87,5.73,636.51,7.07,595.1,6.61,758.05,8.42
Sikkim,2018,10463,812.98,7.77,2367.78,22.63,773.22,7.39,1545.39,14.77,1234.63,11.8,199.84,1.91,774.26,7.4,442.58,4.23,730.32,6.98,869.48,8.31,711.48,6.8
Sikkim,2019,10729,726.35,6.77,1932.29,18.01,1373.31,12.8,2046.02,19.07,780.0,7.27,215.65,2.01,861.54,8.03,538.6,5.02,680.22,6.34,629.79,5.87,946.3,8.82
Sikkim,2020,13067,1389.02,10.63,2180.88,16.69,1629.45,12.47,2370.35,18.14,1182.56,9.05,593.24,4.54,1294.94,9.91,499.16,3.82,699.08,5.35,539.67,4.13,686.02,5.25
Sikkim,2021,12381,1135.34,9.17,2538.11,20.5,969.43,7.83,1954.96,15.79,976.86,7.89,572.0,4.62,1119.24,9.04,480.38,3.88,750.29,6.06,719.34,5.81,1167.53,9.43
Sikkim,2022,13660,990.35,7.25,2502.51,18.32,1094.17,8.01,2289.42,16.76,1510.8,11.06,644.75,4.72,849.65,6.22,722.61,5.29,775.89,5.68,945.27,6.92,1335.95,9.78
Sikkim,2023,16150,1537.48,9.52,2498.41,15.47,2323.99,14.39,2475.8,15.33,1589.16,9.84,327.85,2.03,906.01,5.61,411.82,2.55,1547.17,9.58,1306.54,8.09,1222.56,7.57
Sikkim,2024,17107,1395.93,8.16,2805.55,16.4,1857.82,10.86,2471.96,14.45,1933.09,11.3,400.3,2.34,1344.61,7.86,814.29,4.76,1428.43,8.35,1320.66,7.72,1336.06,7.81
Tamil Nadu,1995,49875,3800.47,7.62,9022.39,18.09,5586.0,11.2,7436.36,14.91,3690.75,7.4,788.02,1.58,2997.49,6.01,2977.54,5.97,3416.44,6.85,3441.38,6.9,6718.16,13.47
Tamil Nadu,1996,52164,3385.44,6.49,12023.8,23.05,5148.59,9.87,7109.95,13.63,3734.94,7.16,709.43,1.36,4606.08,8.83,3129.84,6.0,3625.4,6.95,4068.79,7.8,4621.73,8.86
Tamil Nadu,1997,64910,5621.21,8.66,10898.39,16.79,7964.46,12.27,8074.8,12.44,5770.5,8.89,3050.77,4.7,3875.13,5.97,3524.61,5.43,3738.82,5.76,4459.32,6.87,7925.51,12.21
Tamil Nadu,1998,68119,4386.86,6.44,13589.74,19.95,9877.25,14.5,7404.54,10.87,6655.23,9.77,1743.85,2.56,6566.67,9.64,4277.87,6.28,4141.64,6.08,5061.24,7.43,4414.11,6.48
Tamil Nadu,1999,67140,5236.92,7.8,9204.89,13.71,8392.5,12.5,11165.38,16.63,7177.27,10.69,2960.87,4.41,6378.3,9.5,2524.46,3.76,5176.49,7.71,5001.93,7.45,3934.4,5.86
Tamil Nadu,2000,75597,8376.15,11.08,13418.47,17.75,4838.21,6.4,12019.92,15.9,7967.92,10.54,1307.83,1.73,3976.4,5.26,3477.46,4.6,6750.81,8.93,5435.42,7.19,8035.96,10.63
Tamil Nadu,2001,81645,7633.81,9.35,17071.97,20.91,11667.07,14.29,9217.72,11.29,8654.37,10.6,2122.77,2.6,7813.43,9.57,3167.83,3.88,5037.5,6.17,3698.52,4.53,5560.02,6.81
Tamil Nadu,2002,84577,7848.75,9.28,17422.86,20.6,10555.21,12.48,11671.63,13.8,8559.19,10.12,2588.06,3.06,5531.34,6.54,2664.18,3.15,6850.74,8.1,5226.86,6.18,5666.66,6.7
Tamil Nadu,2003,88428,6216.49,7.03,11920.09,13.48,6720.53,7.6,16774.79,18.97,10726.32,12.13,2016.16,2.28,8851.64,10.01,4377.19,4.95,5562.12,6.29,7003.5,7.92,8268.02,9.35
Tamil Nadu,2004,94453,7745.15,8.2,19126.73,20.25,9483.08,10.04,10843.2,11.48,10673.19,11.3,3315.3,3.51,9520.86,10.08,4042.59,4.28,8066.29,8.54,5374.38,5.69,6281.12,6.65
Tamil Nadu,2005,120144,11942.31,9.94,16976.35,14.13,16291.53,13.56,13035.62,10.85,13660.37,11.37,3616.33,3.01,12314.76,10.25,5995.19,4.99,9863.82,8.21,4757.7,3.96,11678.0,9.72
Tamil Nadu,2006,119963,10952.62,9.13,24508.44,20.43,13219.92,11.02,17370.64,14.48,12716.08,10.6,2327.28,1.94,7473.69,6.23,5230.39,4.36,10124.88,8.44,8409.41,7.01,7629.65,6.36
Tamil Nadu,2007,125594,12923.62,10.29,21288.18,16.95,17784.11,14.16,13739.98,10.94,9281.4,7.39,2449.08,1.95,13049.22,10.39,4031.57,3.21,9356.75,7.45,9293.96,7.4,12371.01,9.85
Tamil Nadu,2008,128502,9586.25,7.46,21189.98,16.49,13621.21,10.6,22577.8,17.57,9393.5,7.31,2145.98,1.67,9175.04,7.14,8301.23,6.46,13839.67,10.77,5962.49,4.64,12708.85,9.89
Tamil Nadu,2009,161913,18749.53,11.58,33321.7,20.58,16417.98,10.14,17535.18,10.83,19591.47,12.1,7059.41,4.36,15495.07,9.57,4565.95,2.82,10702.45,6.61,7140.36,4.41,11350.1,7.01
Tamil Nadu,2010,171535,10000.49,5.83,38355.23,22.36,24289.36,14.16,18371.4,10.71,18011.17,10.5,4185.45,2.44,15643.99,9.12,5420.51,3.16,12281.91,7.16,10892.47,6.35,14048.72,8.19
Tamil Nadu,2011,167272,14167.94,8.47,26395.52,15.78,11809.4,7.06,29674.05,17.74,17847.92,10.67,3010.9,1.8,17797.74,10.64,5068.34,3.03,11374.5,6.8,11073.41,6.62,19069.01,11.4
Tamil Nadu,2012,180653,21786.75,12.06,25562.4,14.15,18498.87,10.24,21262.86,11.77,19185.35,10.62,3884.04,2.15,19438.26,10.76,7298.38,4.04,17469.15,9.67,14560.63,8.06,11688.25,6.47
Tamil Nadu,2013,195106,13150.14,6.74,28251.35,14.48,28192.82,14.45,26202.74,13.43,19491.09,9.99,3277.78,1.68,20798.3,10.66,11491.74,5.89,18281.43,9.37,13072.1,6.7,12896.51,6.61
Tamil Nadu,2014,228840,21625.38,9.45,44578.03,19.48,16453.6,7.19,36271.14,15.85,17712.22,7.74,9382.44,4.1,15606.89,6.82,6293.1,2.75,20824.44,9.1,15355.16,6.71,24714.72,10.8
Tamil Nadu,2015,259382,28480.14,10.98,38621.98,14.89,16704.2,6.44,51435.45,19.83,19090.52,7.36,9882.45,3.81,18623.63,7.18,10556.85,4.07,22929.37,8.84,20439.3,7.88,22592.17,8.71
Tamil Nadu,2016,240491,23664.31,9.84,55842.01,23.22,20730.32,8.62,25997.08,10.81,29724.69,12.36,4617.43,1.92,17676.09,7.35,8826.02,3.67,17002.71,7.07,17195.11,7.15,19191.18,7.98
Tamil Nadu,2017,302543,24748.02,8.18,64048.35,21.17,35034.48,11.58,36456.43,12.05,25927.94,8.57,9106.54,3.01,24384.97,8.06,13160.62,4.35,26654.04,8.81,16609.61,5.49,26472.51,8.75
Tamil Nadu,2018,302087,27369.08,9.06,56822.56,18.81,34830.63,11.53,46340.15,15.34,21025.26,6.96,3443.79,1.14,30510.79,10.1,6978.21,2.31,21206.51,7.02,23230.49,7.69,30329.53,10.04
Tamil Nadu,2019,302950,22963.61,7.58,59438.79,19.62,36566.07,12.07,48078.17,15.87,21388.27,7.06,4726.02,1.56,27326.09,9.02,16268.42,5.37,25266.03,8.34,13117.74,4.33,27810.81,9.18
Tamil Nadu,2020,327186,23361.08,7.14,74500.25,22.77,39033.29,11.93,43319.43,13.24,20187.38,6.17,15279.59,4.67,23033.89,7.04,16130.27,4.93,26142.16,7.99,12989.28,3.97,33176.66,10.14
Tamil Nadu,2021,415490,30995.55,7.46,80812.8,19.45,31535.69,7.59,48986.27,11.79,44623.63,10.74,19569.58,4.71,27006.85,6.5,14500.6,3.49,39596.2,9.53,34028.63,8.19,43834.19,10.55
Tamil Nadu,2022,402598,37240.32,9.25,70575.43,17.53,52579.3,13.06,68119.58,16.92,32288.36,8.02,7367.54,1.83,42232.53,10.49,10548.07,2.62,35146.81,8.73,25162.38,6.25,21297.43,5.29
Tamil Nadu,2023,484628,46378.9,9.57,97022.53,20.02,46815.06,9.66,77152.78,15.92,50595.16,10.44,13230.34,2.73,39787.96,8.21,17252.76,3.56,24425.25,5.04,36298.64,7.49,35668.62,7.36
Tamil Nadu,2024,538073,42669.19,7.93,92279.52,17.15,65537.29,12.18,68442.89,12.72,41593.04,7.73,22760.49,4.23,47727.08,8.87,31800.11,5.91,51063.13,9.49,34221.44,6.36,40032.63,7.44
Telangana,1995,37080,3989.81,10.76,5547.17,14.96,5206.03,14.04,6455.63,17.41,2925.61,7.89,652.61,1.76,2150.64,5.8,1868.83,5.04,3622.72,9.77,1523.99,4.11,3140.68,8.47
Telangana,1996,39269,2187.28,5.57,7410.06,18.87,5148.17,13.11,5230.63,13.32,3875.85,9.87,1460.81,3.72,2077.33,5.29,1405.83,3.58,3950.46,10.06,2627.1,6.69,3891.56,9.91
Telangana,1997,44510,2519.27,5.66,7339.7,16.49,6747.72,15.16,4691.35,10.54,3943.59,8.86,1077.14,2.42,3485.13,7.83,1499.99,3.37,4077.12,9.16,3431.72,7.71,5706.18,12.82
Telangana,1998,47164,2853.42,6.05,8239.55,17.47,6263.38,13.28,5414.43,11.48,5555.92,11.78,891.4,1.89,4263.63,9.04,1933.72,4.1,3900.46,8.27,3938.19,8.35,3909.9,8.29
Telangana,1999,45549,3429.84,7.53,9091.58,19.96,2974.35,6.53,7233.18,15.88,4955.73,10.88,1799.19,3.95,3826.12,8.4,2268.34,4.98,2441.43,5.36,3602.93,7.91,3926.32,8.62
Telangana,2000,55541,4759.86,8.57,11208.17,20.18,4682.11,8.43,9047.63,16.29,4243.33,7.64,1316.32,2.37,5243.07,9.44,2082.79,3.75,4787.63,8.62,3865.65,6.96,4298.87,7.74
Telangana,2001,53700,4972.62,9.26,7373.01,13.73,4108.05,7.65,8812.17,16.41,5069.28,9.44,2309.1,4.3,3184.41,5.93,3119.97,5.81,4188.6,7.8,4655.79,8.67,5907.0,11.0
Telangana,2002,56762,3786.03,6.67,10097.96,17.79,9064.89,15.97,7293.92,12.85,5029.11,8.86,1640.42,2.89,3496.54,6.16,1992.35,3.51,5568.35,9.81,3167.32,5.58,5625.11,9.91
Telangana,2003,63302,7007.53,11.07,12451.5,19.67,4772.97,7.54,7178.45,11.34,6260.57,9.89,892.56,1.41,6627.72,10.47,2551.07,4.03,5931.4,9.37,5323.7,8.41,4310.87,6.81
Telangana,2004,69805,6722.22,9.63,14002.88,20.06,5905.5,8.46,10428.87,14.94,5835.7,8.36,1389.12,1.99,6491.86,9.3,3141.22,4.5,5018.98,7.19,4327.91,6.2,6540.73,9.37
Telangana,2005,73835,8801.13,11.92,10794.68,14.62,11215.54,15.19,10558.41,14.3,5921.57,8.02,2251.97,3.05,4459.63,6.04,3226.59,4.37,5980.64,8.1,3448.09,4.67,7184.15,9.73
Telangana,2006,86457,9121.21,10.55,14377.8,16.63,5645.64,6.53,13954.16,16.14,9665.89,11.18,3795.46,4.39,7902.17,9.14,2619.65,3.03,5351.69,6.19,4305.56,4.98,9726.41,11.25
Telangana,2007,90654,10180.44,11.23,18094.54,19.96,8729.98,9.63,10434.28,11.51,7261.39,8.01,3027.84,3.34,9038.2,9.97,3716.81,4.1,5185.41,5.72,6780.92,7.48,8213.25,9.06
Telangana,2008,106718,9124.39,8.55,19902.91,18.65,11738.98,11.0,11909.73,11.16,13190.34,12.36,5453.29,5.11,10479.71,9.82,3969.91,3.72,9241.78,8.66,4706.26,4.41,7011.37,6.57
Telangana,2009,103624,7388.39,7.13,19584.94,18.9,13253.51,12.79,14569.53,14.06,9968.63,9.62,2124.29,2.05,9730.29,9.39,2725.31,2.63,9087.82,8.77,5222.65,5.04,9968.63,9.62
Telangana,2010,106204,8825.55,8.31,19137.96,18.02,11310.73,10.65,18341.43,17.27,7869.72,7.41,4195.06,3.95,7827.23,7.37,5533.23,5.21,7551.1,7.11,4120.72,3.88,11491.27,10.82
Telangana,2011,125801,7900.3,6.28,24581.52,19.54,14190.35,11.28,16127.69,12.82,15121.28,12.02,5824.59,4.63,11749.81,9.34,6415.85,5.1,8026.1,6.38,5484.92,4.36,10378.58,8.25
Telangana,2012,123877,13861.84,11.19,17776.35,14.35,17813.51,14.38,16995.92,13.72,11483.4,9.27,1523.69,1.23,9439.43,7.62,6800.85,5.49,6800.85,5.49,7259.19,5.86,14109.59,11.39
Telangana,2013,132348,9754.05,7.37,30479.74,23.03,12917.16,9.76,20130.13,15.21,9489.35,7.17,3467.52,2.62,9343.77,7.06,7914.41,5.98,12837.76,9.7,8642.32,6.53,7371.78,5.57
Telangana,2014,164687,9716.53,5.9,35028.92,21.27,16452.23,9.99,28886.1,17.54,16435.76,9.98,5698.17,3.46,12137.43,7.37,6241.64,3.79,10457.62,6.35,9996.5,6.07,13636.08,8.28
Telangana,2015,176184,13301.89,7.55,29634.15,16.82,19098.35,10.84,22498.7,12.77,19027.87,10.8,6289.77,3.57,14112.34,8.01,10835.32,6.15,16120.84,9.15,11346.25,6.44,13900.92,7.89
Telangana,2016,184842,19075.69,10.32,35286.34,19.09,23585.84,12.76,28484.15,15.41,10868.71,5.88,5804.04,3.14,13955.57,7.55,6358.56,3.44,11811.4,6.39,11848.37,6.41,17763.32,9.61
Telangana,2017,180058,18455.94,10.25,39702.79,22.05,13180.25,7.32,26018.38,14.45,17897.77,9.94,4213.36,2.34,15809.09,8.78,7922.55,4.4,12045.88,6.69,12297.96,6.83,12496.03,6.94
Telangana,2018,230396,26633.78,11.56,39582.03,17.18,29421.57,12.77,37347.19,16.21,23869.03,10.36,2787.79,1.21,16081.64,6.98,7326.59,3.18,14054.16,6.1,17855.69,7.75,15436.53,6.7
Telangana,2019,244262,27210.79,11.14,43014.54,17.61,19834.07,8.12,45041.91,18.44,20957.68,8.58,3102.13,1.27,14142.77,5.79,9257.53,3.79,21543.91,8.82,18612.76,7.62,21568.33,8.83
Telangana,2020,239149,26593.37,11.12,50771.33,21.23,17697.03,7.4,41755.42,17.46,15759.92,6.59,7748.43,3.24,21523.41,9.0,11646.56,4.87,16692.6,6.98,9302.9,3.89,19658.05,8.22
Telangana,2021,292896,21264.25,7.26,63851.33,21.8,29699.65,10.14,39628.83,13.53,18950.37,6.47,11715.84,4.0,22465.12,7.67,13414.64,4.58,24603.26,8.4,21937.91,7.49,25364.79,8.66
Telangana,2022,273192,27892.9,10.21,65128.97,23.84,22101.23,8.09,30078.44,11.01,24723.88,9.05,9944.19,3.64,23958.94,8.77,7157.63,2.62,23494.51,8.6,22975.45,8.41,15735.86,5.76
Telangana,2023,304364,34301.82,11.27,46841.62,15.39,30801.64,10.12,49124.35,16.14,25566.58,8.4,6482.95,2.13,31958.22,10.5,10865.79,3.57,23101.23,7.59,14974.71,4.92,30345.09,9.97
Telangana,2024,355547,39110.17,11.0,70291.64,19.77,29083.74,8.18,65065.1,18.3,34203.62,9.62,12266.37,3.45,29012.64,8.16,9706.43,2.73,24532.74,6.9,22612.79,6.36,19626.19,5.52
Tripura,1995,4032,455.62,11.3,577.79,14.33,455.21,11.29,585.85,14.53,494.32,12.26,116.52,2.89,347.56,8.62,111.28,2.76,230.63,5.72,367.72,9.12,289.5,7.18
Tripura,1996,4717,352.83,7.48,747.64,15.85,675.95,14.33,861.32,18.26,350.94,7.44,61.32,1.3,291.04,6.17,220.28,4.67,382.55,8.11,186.32,3.95,586.32,12.43
Tripura,1997,5389,474.77,8.81,1092.89,20.28,642.91,11.93,675.24,12.53,634.29,11.77,275.38,5.11,361.06,6.7,151.97,2.82,298.01,5.53,367.53,6.82,414.95,7.7
Tripura,1998,5661,357.21,6.31,900.1,15.9,551.95,9.75,738.76,13.05,654.41,11.56,289.28,5.11,404.2,7.14,260.41,4.6,591.57,10.45,332.3,5.87,580.82,10.26
Tripura,1999,5485,550.69,10.04,984.01,17.94,596.77,10.88,777.77,14.18,414.67,7.56,105.31,1.92,516.69,9.42,323.62,5.9,355.43,6.48,317.58,5.79,541.92,9.88
Tripura,2000,6480,423.79,6.54,1211.76,18.7,852.77,13.16,868.32,13.4,686.88,10.6,165.89,2.56,565.06,8.72,324.65,5.01,473.69,7.31,396.58,6.12,510.62,7.88
Tripura,2001,6732,543.95,8.08,1353.81,20.11,480.66,7.14,823.32,12.23,455.76,6.77,222.83,3.31,610.59,9.07,253.8,3.77,644.25,9.57,492.11,7.31,850.92,12.64
Tripura,2002,6982,428.69,6.14,1123.4,16.09,691.92,9.91,1365.68,19.56,647.23,9.27,115.9,1.66,693.31,9.93,297.43,4.26,678.65,9.72,332.34,4.76,608.13,8.71
Tripura,2003,6997,510.08,7.29,1192.99,17.05,893.52,12.77,1283.95,18.35,659.82,9.43,182.62,2.61,592.65,8.47,302.27,4.32,372.94,5.33,347.05,4.96,659.12,9.42
Tripura,2004,9067,952.94,10.51,1204.1,13.28,1225.86,13.52,1238.55,13.66,956.57,10.55,212.17,2.34,610.21,6.73,281.98,3.11,785.2,8.66,544.02,6.0,1054.49,11.63
Tripura,2005,8886,586.48,6.6,1359.56,15.3,835.28,9.4,1266.26,14.25,902.82,10.16,213.26,2.4,827.29,9.31,523.39,5.89,910.82,10.25,761.53,8.57,701.11,7.89
Tripura,2006,10478,840.34,8.02,2270.58,21.67,1464.82,13.98,1064.56,10.16,1053.04,10.05,155.07,1.48,574.19,5.48,564.76,5.39,883.3,8.43,524.95,5.01,1081.33,10.32
Tripura,2007,10365,937.0,9.04,1664.62,16.06,1179.54,11.38,1415.86,13.66,1076.92,10.39,299.55,2.89,1045.83,10.09,621.9,6.0,570.08,5.5,571.11,5.51,981.57,9.47
Tripura,2008,10394,713.03,6.86,1563.26,15.04,836.72,8.05,1541.43,14.83,1229.61,11.83,336.77,3.24,706.79,6.8,374.18,3.6,1109.04,10.67,652.74,6.28,1329.39,12.79
Tripura,2009,13570,1522.55,11.22,2867.34,21.13,1108.67,8.17,2320.47,17.1,902.4,6.65,624.22,4.6,712.42,5.25,485.81,3.58,1047.6,7.72,1016.39,7.49,963.47,7.1
Tripura,2010,12390,825.17,6.66,2191.79,17.69,892.08,7.2,2261.18,18.25,1330.69,10.74,555.07,4.48,1340.6,10.82,491.88,3.97,878.45,7.09,530.29,4.28,1091.56,8.81
Tripura,2011,14677,1416.33,9.65,3250.96,22.15,1266.63,8.63,2420.24,16.49,1071.42,7.3,312.62,2.13,956.94,6.52,393.34,2.68,1089.03,7.42,1134.53,7.73,1366.43,9.31
Tripura,2012,16317,1357.57,8.32,2648.25,16.23,2723.31,16.69,1958.04,12.0,1169.93,7.17,380.19,2.33,1866.66,11.44,590.68,3.62,1019.81,6.25,884.38,5.42,1716.55,10.52
Tripura,2013,16951,1818.84,10.73,3361.38,19.83,1420.49,8.38,2301.95,13.58,1142.5,6.74,496.66,2.93,1696.8,10.01,527.18,3.11,1078.08,6.36,1366.25,8.06,1742.56,10.28
Tripura,2014,18126,2097.18,11.57,2950.91,16.28,1644.03,9.07,2205.93,12.17,1549.77,8.55,855.55,4.72,1716.53,9.47,578.22,3.19,1778.16,9.81,1417.45,7.82,1334.07,7.36
Tripura,2015,21142,1725.19,8.16,3262.21,15.43,2797.09,13.23,3374.26,15.96,1839.35,8.7,1097.27,5.19,1283.32,6.07,955.62,4.52,1336.17,6.32,1454.57,6.88,2014.83,9.53
Tripura,2016,19239,1579.52,8.21,2916.63,15.16,2351.01,12.22,3416.85,17.76,1752.67,9.11,463.66,2.41,1481.4,7.7,931.17,4.84,1508.34,7.84,1225.52,6.37,1612.23,8.38
Tripura,2017,23747,2673.91,11.26,6024.61,25.37,2099.23,8.84,2704.78,11.39,1662.29,7.0,577.05,2.43,1389.2,5.85,738.53,3.11,1576.8,6.64,1759.65,7.41,2540.93,10.7
Tripura,2018,24167,1730.36,7.16,5200.74,21.52,3409.96,14.11,3100.63,12.83,1841.53,7.62,1027.1,4.25,1754.52,7.26,874.85,3.62,1952.69,8.08,1814.94,7.51,1459.69,6.04
Tripura,2019,26633,3022.85,11.35,5214.74,19.58,2479.53,9.31,5297.3,19.89,2149.28,8.07,676.48,2.54,1510.09,5.67,889.54,3.34,2639.33,9.91,1241.1,4.66,1507.43,5.66
Tripura,2020,28476,2602.71,9.14,4766.88,16.74,2577.08,9.05,3243.42,11.39,3160.84,11.1,1338.37,4.7,2622.64,9.21,1848.09,6.49,2383.44,8.37,1862.33,6.54,2067.36,7.26
Tripura,2021,28580,3135.23,10.97,5287.3,18.5,3981.19,13.93,4901.47,17.15,2546.48,8.91,500.15,1.75,1577.62,5.52,760.23,2.66,1743.38,6.1,1983.45,6.94,2163.51,7.57
Tripura,2022,35227,4287.13,12.17,5583.48,15.85,3501.56,9.94,4540.76,12.89,2110.1,5.99,856.02,2.43,3142.25,8.92,1944.53,5.52,2955.55,8.39,2677.25,7.6,3621.34,10.28
Tripura,2023,36959,2683.22,7.26,7598.77,20.56,4545.96,12.3,3677.42,9.95,4449.86,12.04,1607.72,4.35,3285.66,8.89,1090.29,2.95,2694.31,7.29,1792.51,4.85,3540.67,9.58
